name,model_setting
334_UCR_id_32_HumanActivity_tr_1671_1st_2764.csv,5
339_UCR_id_37_Sensor_tr_2750_1st_5400.csv,4
341_UCR_id_39_HumanActivity_tr_48812_1st_128430.csv,6
344_UCR_id_42_Sensor_tr_2851_1st_5365.csv,2
346_UCR_id_44_Medical_tr_7456_1st_17390.csv,1
349_UCR_id_47_Facility_tr_29954_1st_74900.csv,6
355_UCR_id_53_HumanActivity_tr_48750_1st_143411.csv,6
358_UCR_id_56_Facility_tr_10500_1st_29080.csv,6
361_UCR_id_59_Medical_tr_3000_1st_7175.csv,1
364_UCR_id_62_Sensor_tr_2833_1st_5988.csv,6
369_UCR_id_67_Sensor_tr_2750_1st_5400.csv,4
371_UCR_id_69_Medical_tr_1853_1st_6200.csv,1
373_UCR_id_71_Sensor_tr_2827_1st_5988.csv,4
381_UCR_id_79_HumanActivity_tr_16000_1st_31200.csv,4
382_UCR_id_80_Medical_tr_7500_1st_11800.csv,4
385_UCR_id_83_Environment_tr_2046_1st_6006.csv,4
387_UCR_id_85_Environment_tr_2046_1st_5549.csv,5
391_UCR_id_89_Medical_tr_1875_1st_5759.csv,4
393_UCR_id_91_Environment_tr_2046_1st_4852.csv,6
396_UCR_id_94_Medical_tr_1875_1st_5607.csv,5
400_UCR_id_98_Environment_tr_2046_1st_5391.csv,6
401_UCR_id_99_HumanActivity_tr_1671_1st_5920.csv,4
405_UCR_id_103_Sensor_tr_2827_1st_5988.csv,6
406_UCR_id_104_Facility_tr_20000_1st_67950.csv,1
411_UCR_id_109_Environment_tr_2046_1st_4852.csv,6
415_UCR_id_113_Medical_tr_3000_1st_8612.csv,6
417_UCR_id_115_Sensor_tr_2750_1st_5400.csv,4
419_UCR_id_117_Facility_tr_3000_1st_6168.csv,1
420_UCR_id_118_Facility_tr_13750_1st_52600.csv,3
421_UCR_id_119_HumanActivity_tr_48750_1st_130700.csv,2
426_UCR_id_124_Sensor_tr_2827_1st_4711.csv,6
430_UCR_id_128_HumanActivity_tr_12500_1st_46500.csv,5
432_UCR_id_130_Facility_tr_23000_1st_26970.csv,6
436_UCR_id_134_Medical_tr_1875_1st_4526.csv,5
437_UCR_id_135_Medical_tr_2499_1st_8000.csv,6
439_UCR_id_137_HumanActivity_tr_48750_1st_110800.csv,4
445_UCR_id_143_Environment_tr_6166_1st_19280.csv,4
449_UCR_id_147_Sensor_tr_2847_1st_9330.csv,4
452_UCR_id_150_Facility_tr_10000_1st_35774.csv,3
459_UCR_id_157_HumanActivity_tr_50000_1st_110260.csv,6
463_UCR_id_161_Environment_tr_2046_1st_6006.csv,4
467_UCR_id_165_Environment_tr_6166_1st_19280.csv,4
471_UCR_id_169_Facility_tr_10000_1st_35774.csv,4
473_UCR_id_171_HumanActivity_tr_2617_1st_7290.csv,6
474_UCR_id_172_Environment_tr_2046_1st_6520.csv,6
493_UCR_id_191_Sensor_tr_2847_1st_9330.csv,4
494_UCR_id_192_Facility_tr_22500_1st_72150.csv,6
495_UCR_id_193_Environment_tr_2046_1st_6520.csv,6
496_UCR_id_194_Environment_tr_2046_1st_5391.csv,6
499_UCR_id_197_Environment_tr_2046_1st_5703.csv,6
500_UCR_id_198_Facility_tr_7482_1st_23357.csv,6
504_UCR_id_202_Environment_tr_2046_1st_5549.csv,6
506_UCR_id_204_Environment_tr_2046_1st_5549.csv,2
516_UCR_id_214_HumanActivity_tr_2108_1st_4702.csv,6
517_UCR_id_215_Facility_tr_7482_1st_24005.csv,6
525_UCR_id_223_Facility_tr_50000_1st_250720.csv,6
526_UCR_id_224_Sensor_tr_2827_1st_4711.csv,6
530_UCR_id_228_HumanActivity_tr_16250_1st_38500.csv,6
531_SMAP_id_1_Sensor_tr_1811_1st_4510.csv,1
532_SMAP_id_2_Sensor_tr_2075_1st_5550.csv,1
533_SMAP_id_3_Sensor_tr_2052_1st_5300.csv,1
534_SMAP_id_4_Sensor_tr_1968_1st_4370.csv,1
536_SMAP_id_6_Sensor_tr_2160_1st_5600.csv,2
537_SMAP_id_7_Sensor_tr_2077_1st_5394.csv,2
538_SMAP_id_8_Sensor_tr_2007_1st_3650.csv,1
539_SMAP_id_9_Sensor_tr_1857_1st_4270.csv,2
540_SMAP_id_10_Sensor_tr_2051_1st_4575.csv,3
541_SMAP_id_11_Sensor_tr_1832_1st_5300.csv,6
542_SMAP_id_12_Sensor_tr_1908_1st_4690.csv,4
544_SMAP_id_14_Sensor_tr_1978_1st_4450.csv,1
545_SMAP_id_15_Sensor_tr_1173_1st_2750.csv,1
546_SMAP_id_16_Sensor_tr_2117_1st_4770.csv,6
547_SMAP_id_17_Sensor_tr_2133_1st_5400.csv,5
548_SMAP_id_18_Sensor_tr_2094_1st_5600.csv,6
549_SMAP_id_19_Sensor_tr_1998_1st_2098.csv,2
550_SWaT_id_1_Sensor_tr_43700_1st_43800.csv,4
551_YAHOO_id_1_Synthetic_tr_500_1st_893.csv,1
552_YAHOO_id_2_Synthetic_tr_500_1st_893.csv,1
555_YAHOO_id_5_WebService_tr_500_1st_730.csv,4
558_YAHOO_id_8_WebService_tr_500_1st_1125.csv,6
562_YAHOO_id_12_Synthetic_tr_500_1st_893.csv,1
570_YAHOO_id_20_Synthetic_tr_500_1st_658.csv,2
571_YAHOO_id_21_Synthetic_tr_500_1st_623.csv,2
579_YAHOO_id_29_WebService_tr_500_1st_1342.csv,4
603_YAHOO_id_53_Synthetic_tr_500_1st_893.csv,1
644_YAHOO_id_94_WebService_tr_500_1st_1078.csv,5
645_YAHOO_id_95_WebService_tr_500_1st_1047.csv,3
649_YAHOO_id_99_WebService_tr_500_1st_1386.csv,4
657_YAHOO_id_107_WebService_tr_500_1st_1260.csv,1
658_YAHOO_id_108_Synthetic_tr_500_1st_893.csv,1
672_YAHOO_id_122_WebService_tr_500_1st_857.csv,3
680_YAHOO_id_130_Synthetic_tr_500_1st_893.csv,1
689_YAHOO_id_139_WebService_tr_500_1st_1073.csv,3
693_YAHOO_id_143_WebService_tr_500_1st_1003.csv,1
701_YAHOO_id_151_Synthetic_tr_500_1st_893.csv,2
723_YAHOO_id_173_WebService_tr_500_1st_1214.csv,3
724_YAHOO_id_174_WebService_tr_500_1st_1030.csv,3
734_YAHOO_id_184_WebService_tr_500_1st_768.csv,5
741_YAHOO_id_191_WebService_tr_500_1st_1114.csv,3
755_YAHOO_id_205_Synthetic_tr_500_1st_893.csv,1
762_YAHOO_id_212_WebService_tr_500_1st_1055.csv,5
780_YAHOO_id_230_Synthetic_tr_500_1st_893.csv,1
788_YAHOO_id_238_WebService_tr_500_1st_973.csv,1
797_YAHOO_id_247_Synthetic_tr_500_1st_893.csv,4
806_YAHOO_id_256_Synthetic_tr_500_1st_893.csv,2
807_YAHOO_id_257_WebService_tr_500_1st_1210.csv,2
810_Exathlon_id_1_Facility_tr_10766_1st_12590.csv,5
811_Exathlon_id_2_Facility_tr_10766_1st_12590.csv,5
812_Exathlon_id_3_Facility_tr_10766_1st_12590.csv,3
814_Exathlon_id_5_Facility_tr_10766_1st_12590.csv,1
815_Exathlon_id_6_Facility_tr_10766_1st_12590.csv,3
816_Exathlon_id_7_Facility_tr_10766_1st_12590.csv,6
817_Exathlon_id_8_Facility_tr_10766_1st_12590.csv,6
818_Exathlon_id_9_Facility_tr_11665_1st_13484.csv,1
819_Exathlon_id_10_Facility_tr_10766_1st_12590.csv,5
820_Exathlon_id_11_Facility_tr_11665_1st_13484.csv,6
821_Exathlon_id_12_Facility_tr_6985_1st_7085.csv,5
822_Exathlon_id_13_Facility_tr_10766_1st_12590.csv,1
823_Exathlon_id_14_Facility_tr_10766_1st_12590.csv,4
824_Exathlon_id_15_Facility_tr_10766_1st_12590.csv,5
826_Exathlon_id_17_Facility_tr_11665_1st_13484.csv,4
827_Exathlon_id_18_Facility_tr_10766_1st_12590.csv,1
828_Exathlon_id_19_Facility_tr_11663_1st_13482.csv,5
829_Exathlon_id_20_Facility_tr_10766_1st_12590.csv,6
830_Exathlon_id_21_Facility_tr_10766_1st_12590.csv,5
831_Exathlon_id_22_Facility_tr_11665_1st_13484.csv,6
832_Exathlon_id_23_Facility_tr_10766_1st_12590.csv,1
833_Exathlon_id_24_Facility_tr_10766_1st_12590.csv,3
834_Exathlon_id_25_Facility_tr_11665_1st_13484.csv,6
835_Exathlon_id_26_Facility_tr_10766_1st_12590.csv,5
836_Exathlon_id_27_Facility_tr_10766_1st_12590.csv,3
837_Exathlon_id_28_Facility_tr_8898_1st_8998.csv,5
838_Exathlon_id_29_Facility_tr_10766_1st_12590.csv,6
839_Exathlon_id_30_Facility_tr_10766_1st_12590.csv,6
840_Exathlon_id_31_Facility_tr_10766_1st_12590.csv,2
841_Exathlon_id_32_Facility_tr_11663_1st_13482.csv,5
842_OPPORTUNITY_id_1_HumanActivity_tr_7295_1st_27516.csv,5
843_OPPORTUNITY_id_2_HumanActivity_tr_808_1st_908.csv,6
844_OPPORTUNITY_id_3_HumanActivity_tr_500_1st_566.csv,5
845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516.csv,6
846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185.csv,4
847_OPPORTUNITY_id_6_HumanActivity_tr_808_1st_908.csv,5
848_OPPORTUNITY_id_7_HumanActivity_tr_1477_1st_1577.csv,5
849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200.csv,4
850_OPPORTUNITY_id_9_HumanActivity_tr_895_1st_995.csv,6
851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311.csv,6
853_OPPORTUNITY_id_12_HumanActivity_tr_808_1st_908.csv,6
854_OPPORTUNITY_id_13_HumanActivity_tr_1477_1st_1577.csv,6
855_OPPORTUNITY_id_14_HumanActivity_tr_808_1st_908.csv,4
856_OPPORTUNITY_id_15_HumanActivity_tr_808_1st_908.csv,5
857_OPPORTUNITY_id_16_HumanActivity_tr_500_1st_566.csv,4
858_OPPORTUNITY_id_17_HumanActivity_tr_808_1st_908.csv,5
859_OPPORTUNITY_id_18_HumanActivity_tr_895_1st_995.csv,4
860_OPPORTUNITY_id_19_HumanActivity_tr_808_1st_908.csv,5
861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185.csv,5
862_OPPORTUNITY_id_21_HumanActivity_tr_500_1st_566.csv,5
863_OPPORTUNITY_id_22_HumanActivity_tr_808_1st_908.csv,4
865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185.csv,4
866_OPPORTUNITY_id_25_HumanActivity_tr_6213_1st_7311.csv,5
867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908.csv,4
868_OPPORTUNITY_id_27_HumanActivity_tr_2085_1st_2185.csv,6
869_OPPORTUNITY_id_28_HumanActivity_tr_500_1st_566.csv,5
870_OPPORTUNITY_id_29_HumanActivity_tr_1477_1st_1577.csv,3
